Indinavir | drug
digoxin | drug
digoxin | drug
rofecoxib | drug
digoxin | drug
digoxin | drug
digoxin | drug
rofecoxib | drug
digoxin | drug
digoxin | drug
Digoxin | drug
digoxin | drug
rofecoxib | drug
rofecoxib | drug
Rofecoxib | drug
digoxin | drug
ketoconazole | drug
itraconazole | drug
Nafazodone | drug
fluvoxamine | drug
cimetidine | drug
Fluoxetine | drug
sertraline | drug
diltiazem | drug
pentostatin | drug
Apraclonidine | drug
alcohol | drug
clonidine | drug
apraclonidine | drug
apraclonidine | drug
clonidine | drug
clonidine | drug
apraclonidine | drug
clonidine | drug
amphotericin B | drug
nitrogen mustard | drug
Corticotropin | drug
amphotericin B | drug
amphotericin B | drug
amphotericin B | drug
Flucytosine | drug
amphotericin B | drug
flucytosine | drug
ketoconazole | drug
miconazole | drug
clotrimazole | drug
fluconazole | drug
amphotericin B | drug
amphotericin B | drug
cyclosporine | drug
pentamidine | drug
amphotericin B | drug
tubocurarine | drug
amphotericin B | drug
insulin | drug
disopyramide | drug
fluoxetine | drug
propoxyphene | drug
octreotide | drug
insulin | drug
danazol | drug
epinephrine | drug
albuterol | drug
terbutaline | drug
isoniazid | drug
somatropin | drug
clonidine | drug
lithium | drug
alcohol | drug
insulin | drug
Pentamidine | drug
clonidine | drug
guanethidine | drug
reserpine | drug
isocarboxazid | drug
phenelzine | drug
procarbazine | drug
selegiline | drug
tranylcypromine | drug
L-tryptophan | drug
Iodine | drug
iodine | drug
Carbimazole | drug
iodine | drug
Carbimazole | drug
digoxin | drug
digitoxin | drug
sodium iodide I131 | drug
Carbimazole | drug
Nabilone | drug
alcohol | drug
Nabilone | drug
diazepam | drug
alcohol | drug
codeine | drug
stavudine | drug
Allopurinol | drug
didanosine | drug
allopurinol | drug
allopurinol | drug
didanosine | drug
magnesium | drug
aluminum | drug
ketoconazole | drug
itraconazole | drug
Ganciclovir | drug
ganciclovir | drug
didanosine | drug
ganciclovir | drug
ganciclovir | drug
ciprofloxacin | drug
ciprofloxacin | drug
magnesium | drug
calcium | drug
aluminum | drug
ciprofloxacin | drug
ciprofloxacin | drug
ciprofloxacin | drug
ciprofloxacin | drug
didanosine | drug
ciprofloxacin | drug
didanosine | drug
ciprofloxacin | drug
magnesium | drug
calcium | drug
aluminum | drug
delavirdine | drug
indinavir | drug
delavirdine | drug
indinavir | drug
nelfinavir | drug
cefmenoxime | drug
cefoperazone | drug
cefotetan | drug
cefamandole | drug
latamoxef | drug
cefazolin | drug
Cholestyramine | drug
cholestyramine | drug
Colestipol | drug
colestipol | drug
Orlistat | drug
Orlistat | drug
Warfarin | drug
warfarin | drug
diphenhydramine | drug
hydroxyzine | drug
orphenadrine | drug
pyrilamine | drug
promethazine | drug
methdilazine | drug
tripelennamine | drug
rosiglitazone | drug
pioglitazone | drug
formoterol | drug
formoterol | drug
quinidine | drug
disopyramide | drug
procainamide | drug
formoterol fumarate | drug
salbutamol | drug
zinc | drug
zinc | drug
zinc | drug
zinc | drug
cisplatin | drug
cisplatin | drug
cisplatin | drug
paclitaxel | drug
cisplatin | drug
ritonavir | drug
saquinavir | drug
indinavir | drug
nelfinavir | drug
doxorubicin | drug
paclitaxel | drug
doxorubicin | drug
cyclosporin | drug
teniposide | drug
dexamethasone | drug
cimetidine | drug
ranitidine | drug
alcohol | drug
carbamazepine | drug
corticotropin | drug
divalproex sodium | drug
valproic acid | drug
triacetyloleandomycin | drug
ergotamine | drug
Clindamycin | drug
clindamycin | drug
erythromycin | drug
digoxin | drug
physostigmine | drug
lignocaine | drug
quinine | drug
procainamide | drug
lidocaine | drug
procaine | drug
metaclopramide | drug
lithium carbonate | drug
terbutaline | drug
phenobarbital | drug
diazepam | drug
diazepam | drug
diphenylhydantoin | drug
phenylbutazone | drug
warfarin | drug
tolbutamide | drug
dantrolene sodium | drug
dantrolene sodium | drug
verapamil | drug
halothane | drug
dantrolene sodium | drug
verapamil | drug
dantrolene | drug
vecuronium | drug
lisinopril | drug
lisinopril | drug
indomethacin | drug
indomethacin | drug
digoxin | drug
nitroglycerin | drug
propranolol | drug
hydrochlorothiazide | drug
spironolactone | drug
triamterene | drug
amiloride | drug
potassium | drug
Lithium | drug
Lithium | drug
lithium | drug
Lithium | drug
lithium | drug
lithium | drug
lithium | drug
morphine | drug
cocaine | drug
ethanol | drug
nicotine | drug
morphine | drug
nicotine | drug
cocaine | drug
morphine | drug
morphine | drug
morphine | drug
aluminum | drug
deferasirox | drug
aluminum | drug
iron | drug
aluminum | drug
digoxin | drug
digoxin | drug
vitamin C | drug
vitamin C | drug
hydroxyurea | drug
deferasirox | drug
hydroxyurea | drug
deferasirox | drug
Deferasirox | drug
phenytoin | drug
tolbutamide | drug
tolbutamide | drug
lovastatin | drug
lovastatin | drug
gemfibrozil | drug
clofibrate | drug
lovastatin | drug
Urinary acidifying | drug
chlorpheniramine | drug
ciprofloxacin | drug
clarithromycin | drug
diclofenac | drug
doxycycline | drug
erythromycin | drug
imatinib | drug
isoniazid | drug
nefazodone | drug
nicardipine | drug
propofol | drug
quinidine | drug
verapamil | drug
Vardenafil | drug
vardenafil | drug
vardenafil | drug
Cimetidine | drug
vardenafil | drug
vardenafil | drug
Vardenafil | drug
Erythromycin | drug
vardenafil | drug
Vardenafil | drug
Vardenafil | drug
erythromycin | drug
Ketoconazole | drug
vardenafil | drug
Vardenafil | drug
Vardenafil | drug
ketoconazole | drug
ketoconazole | drug
Vardenafil | drug
ketoconazole | drug
Indinavir | drug
Vardenafil | drug
vardenafil | drug
vardenafil | drug
vardenafil | drug
Vardenafil | drug
indinavir | drug
Ritonavir | drug
Vardenafil | drug
vardenafil | drug
vardenafil | drug
vardenafil | drug
ritonavir | drug
Ritonavir | drug
vardenafil | drug
Vardenafil | drug
ritonavir | drug
vardenafil | drug
glyburide | drug
warfarin | drug
digoxin | drug
ranitidine | drug
warfarin | drug
vardenafil | drug
Vardenafil | drug
Vardenafil | drug
Vardenafil | drug
vardenafil | drug
Vardenafil | drug
Vardenafil | drug
NTG | drug
Vardenafil | drug
Nifedipine | drug
Vardenafil | drug
nifedipine | drug
nifedipine | drug
Nifedipine | drug
Vardenafil | drug
nifedipine | drug
Vardenafil | drug
Vardenafil | drug
terazosin | drug
Vardenafil | drug
terazosin | drug
Vardenafil | drug
terazosin | drug
Vardenafil | drug
terazosin | drug
Vardenafil | drug
tamsulosin | drug
Vardenafil | drug
tamsulosin | drug
Vardenafil | drug
tamsulosin | drug
Vardenafil | drug
Vardenafil | drug
Ritonavir | drug
indinavir | drug
Vardenafil | drug
ritonavir | drug
ritonavir | drug
Vardenafil | drug
indinavir | drug
indinavir | drug
Alcohol | drug
Alcohol | drug
vardenafil | drug
Vardenafil | drug
alcohol | drug
alcohol | drug
Vardenafil | drug
Vardenafil | drug
glyburide | drug
warfarin | drug
haloperidol | drug
erythromycin | drug
Cimetidine | drug
ketoconazole | drug
erythromycin | drug
omeprazole | drug
omeprazole | drug
erythromycin | drug
cilostazol | drug
cilostazol | drug
diltiazem | drug
lovastatin | drug
Tetracycline | drug
penicillin | drug
EPA | drug
ginkgo | drug
Ginkgo biloba | drug
EPA | drug
EPA | drug
EPA | drug
EPA | drug
EPA | drug
EPA | drug
reserpine | drug
guanethidine | drug
clonidine | drug
clonidine | drug
verapamil | drug
diltiazem | drug
disopyramide | drug
rifampin | drug
digoxin | drug
cimetidine | drug
warfarin | drug
epinephrine | drug
etodolac | drug
cyclosporine | drug
digoxin | drug
methotrexate | drug
cyclosporine | drug
furosemide | drug
hydrochlorothiazide | drug
furosemide | drug
Glyburide | drug
Etodolac | drug
glyburide | drug
Lithium | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
Phenylbutazone | drug
Phenylbutazone | drug
etodolac | drug
etodolac | drug
phenylbutazone | drug
Phenytoin | drug
Etodolac | drug
phenytoin | drug
Warfarin | drug
warfarin | drug
warfarin | drug
etodolac | drug
warfarin | drug
warfarin | drug
warfarin | drug
warfarin | drug
warfarin | drug
etodolac | drug
warfarin | drug
etodolac | drug
etodolac | drug
alprazolam | drug
ethanol | drug
imipramine | drug
desipramine | drug
alprazolam | drug
Alprazolam | drug
alprazolam | drug
alprazolam | drug
Alprazolam | drug
alprazolam | drug
fluoxetine | drug
alprazolam | drug
alprazolam | drug
propoxyphene | drug
alprazolam | drug
alprazolam | drug
alprazolam | drug
alprazolam | drug
alprazolam | drug
alprazolam | drug
alprazolam | drug
diltiazem | drug
isoniazid | drug
erythromycin | drug
clarithromycin | drug
alprazolam | drug
alprazolam | drug
sertraline | drug
paroxetine | drug
alprazolam | drug
ergotamine | drug
cyclosporine | drug
amiodarone | drug
nicardipine | drug
nifedipine | drug
alprazolam | drug
nilutamide | drug
phenytoin | drug
theophylline | drug
nilutamide | drug
nilutamide | drug
dipyridamole | drug
Adenosine | drug
Dipyridamole | drug
adenosine | drug
adenosine | drug
Dipyridamole | drug
warfarin | drug
flutamide | drug
warfarin | drug
Netilmicin | drug
furosemide | drug
ethacrynic acid | drug
digoxin | drug
oxygen | drug
furosemide | drug
digoxin | drug
furosemide | drug
digoxin | drug
furosemide | drug
digoxin | drug
digoxin | drug
digoxin | drug
diuretics | drug
enalapril | drug
enalaprilat | drug
enalapril | drug
enalaprilat | drug
diuretic | drug
enalapril | drug
enalaprilat | drug
enalapril | drug
enalapril | drug
enalapril | drug
indomethacin | drug
sulindac | drug
Enalapril | drug
enalapril | drug
methyldopa | drug
hydralazine | drug
prazosin | drug
digoxin | drug
Enalapril | drug
Enalapril | drug
enalapril | drug
spironolactone | drug
triamterene | drug
amiloride | drug
potassium | drug
potassium | drug
enalapril | drug
Lithium | drug
Lithium | drug
lithium | drug
lithium | drug
enalapril | drug
lithium | drug
fenoldopam | drug
fenoldopam | drug
fenoldopam | drug
nitroglycerin | drug
chlordiazepoxide | drug
alcohol | drug
Methotrexate | drug
MTX | drug
MTX | drug
Anakinra | drug
anakinra | drug
anakinra | drug
anakinra | drug
aripiprazole | drug
alcohol | drug
aripiprazole | drug
Aripiprazole | drug
aripiprazole | drug
aripiprazole | drug
carbamazepine | drug
aripiprazole | drug
ketoconazole | drug
quinidine | drug
fluoxetine | drug
paroxetine | drug
aripiprazole | drug
Ketoconazole | drug
ketoconazole | drug
aripiprazole | drug
aripiprazole | drug
ketoconazole | drug
ketoconazole | drug
aripiprazole | drug
aripiprazole | drug
itraconazole | drug
erythromycin | drug
aripiprazole | drug
Quinidine | drug
aripiprazole | drug
quinidine | drug
aripiprazole | drug
Aripiprazole | drug
quinidine | drug
aripiprazole | drug
fluoxetine | drug
paroxetine | drug
aripiprazole | drug
Carbamazepine | drug
carbamazepine | drug
aripiprazole | drug
aripiprazole | drug
carbamazepine | drug
aripiprazole | drug
aripiprazole | drug
carbamazepine | drug
aripiprazole | drug
famotidine | drug
valproate | drug
lithium | drug
aripiprazole | drug
Aripiprazole | drug
aripiprazole | drug
dextromethorphan | drug
warfarin | drug
omeprazole | drug
warfarin | drug
dextromethorphan | drug
aripiprazole | drug
Alcohol | drug
aripiprazole | drug
ethanol | drug
ethanol | drug
alcohol | drug
nimodipine | drug
cimetidine | drug
nimodipine | drug
cimetidine | drug
nimodipine | drug
Isocarboxazid | drug
disulfiram | drug
disulfiram | drug
Isocarboxazid | drug
Isocarboxazid | drug
Isocarboxazid | drug
Isocarboxazid | drug
Dexamethasone | drug
albendazole sulfoxide | drug
dexamethasone | drug
albendazole | drug
Praziquantel | drug
praziquantel | drug
albendazole sulfoxide | drug
albendazole | drug
albendazole sulfoxide | drug
praziquantel | drug
albendazole | drug
Cimetidine | drug
Albendazole sulfoxide | drug
cimetidine | drug
albendazole | drug
Albendazole sulfoxide | drug
Theophylline | drug
theophylline | drug
aminophylline | drug
albendazole | drug
testosterone | drug
bexarotene | drug
Bexarotene | drug
bexarotene | drug
ketoconazole | drug
itraconazole | drug
erythromycin | drug
gemfibrozil | drug
bexarotene | drug
rifampin | drug
phenytoin | drug
phenobarbital | drug
bexarotene | drug
gemfibrozil | drug
bexarotene | drug
gemfibrozil | drug
bexarotene | drug
atorvastatin | drug
gemfibrozil | drug
Ethoxzolamide | drug
procainamide | drug
quinidine | drug
lithium | drug
ASA | drug
ethoxzolamide | drug
amphotericin B | drug
antithrombin III | drug
antithrombin III | drug
fibrinogen | drug
fibrinogen | drug
iodine | drug
zinc | drug
zinc | drug
egg | drug
Bosentan | drug
bosentan | drug
Bosentan | drug
Bosentan | drug
bosentan | drug
norethindrone | drug
ethinyl estradiol | drug
Cyclosporine A | drug
bosentan | drug
bosentan | drug
cyclosporine A | drug
bosentan | drug
cyclosporine A | drug
bosentan | drug
cyclosporine A | drug
Tacrolimus | drug
tacrolimus | drug
bosentan | drug
tacrolimus | drug
bosentan | drug
bosentan | drug
tacrolimus | drug
bosentan | drug
Glyburide | drug
glyburide | drug
glyburide | drug
bosentan | drug
glyburide | drug
bosentan | drug
Bosentan | drug
Ketoconazole | drug
bosentan | drug
ketoconazole | drug
bosentan | drug
bosentan | drug
bosentan | drug
Simvastatin | drug
bosentan | drug
simvastatin | drug
bosentan | drug
Bosentan | drug
lovastatin | drug
atorvastatin | drug
Warfarin | drug
bosentan | drug
S-warfarin | drug
R-warfarin | drug
bosentan | drug
warfarin | drug
warfarin | drug
warfarin | drug
bosentan | drug
Digoxin | drug
Nimodipine | drug
Losartan | drug
Bosentan | drug
digoxin | drug
nimodipine | drug
losartan | drug
bosentan | drug
clofarabine | drug
clofarabine | drug
amantadine | drug
thioridazine | drug
Dimenhydrinate | drug
apomorphine | drug
nitroglycerin | drug
Alcohol | drug
lithium | drug
lithium | drug
alcohol | drug
haloperidol | drug
rifampin | drug
haloperidol | drug
haloperidol | drug
rifampin | drug
rifampin | drug
haloperidol | drug
rifampin | drug
haloperidol | drug
Albuterol | drug
arbutamine | drug
arbutamine | drug
Antiarrhythmic agents, class I | drug
flecainide | drug
lidocaine | drug
quinidine | drug
arbutamine | drug
atropine | drug
arbutamine | drug
digitoxin | drug
digoxin | drug
digitoxin | drug
flucytosine | drug
cetirizine | drug
pseudoephedrine | drug
antipyrine | drug
ketoconazole | drug
erythromycin | drug
azithromycin | drug
theophylline | drug
cetirizine | drug
cetirizine | drug
theophylline | drug
cetirizine | drug
theophylline | drug
azithromycin | drug
pseudoephedrine | drug
ketoconazole | drug
erythromycin | drug
cetirizine | drug
theophylline | drug
theophylline | drug
Bismuth | drug
Bismuth subsalicylate | drug
enoxacin | drug
enoxacin | drug
enoxacin | drug
enoxacin | drug
bismuth subsalicylate | drug
Caffeine | drug
Enoxacin | drug
enoxacin | drug
caffeine | drug
caffeine | drug
caffeine | drug
enoxacin | drug
caffeine | drug
enoxacin | drug
Caffeine | drug
caffeine | drug
enoxacin | drug
Cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
Digoxin | drug
Enoxacin | drug
digoxin | drug
digoxin | drug
enoxacin | drug
digoxin | drug
digoxin | drug
digoxin | drug
enoxacin | drug
fenbufen | drug
Fenbufen | drug
Sucralfate | drug
calcium | drug
magnesium | drug
aluminum | drug
sucralfate | drug
iron | drug
zinc | drug
aluminum hydroxide | drug
magnesium hydroxide | drug
enoxacin | drug
enoxacin | drug
ranitidine | drug
enoxacin | drug
Theophylline | drug
Enoxacin | drug
Enoxacin | drug
theophylline | drug
theophylline | drug
Theophylline | drug
theophylline | drug
enoxacin | drug
Warfarin | drug
enoxacin | drug
R-warfarin | drug
warfarin | drug
Enoxacin | drug
enoxacin | drug
warfarin | drug
warfarin | drug
enoxacin | drug
ergotamine | drug
dihydroergotamine | drug
methysergide | drug
moclobemide | drug
almotriptan | drug
Propanolol | drug
almotriptan | drug
propranolol | drug
fluoxetine | drug
fluvoxamine | drug
paroxetine | drug
sertraline | drug
Verapamil | drug
almotriptan | drug
verapamil | drug
almotriptan | drug
almotriptan | drug
ketoconazole | drug
almotriptan | drug
almotriptan | drug
itraconazole | drug
ritonavir | drug
erythromycin | drug
almotriptan | drug
almotriptan | drug
amantadine | drug
quinidine | drug
meperidine | drug
digoxin | drug
digoxin | drug
metoclopramide | drug
cyclosporin | drug
azathioprine | drug
methotrexate | drug
cyclophosphamide | drug
mesalamine | drug
probenecid | drug
penciclovir | drug
penciclovir | drug
Dexbrompheniramine | drug
alcohol | drug
theophylline | drug
Theophylline | drug
theophylline | drug
ribavirin | drug
Didanosine | drug
didanosine | drug
Stavudine | drug
Zidovudine | drug
Ribavirin | drug
stavudine | drug
zidovudine | drug
ribavirin | drug
Ribavirin | drug
Ribavirin | drug
ribavirin | drug
ribavirin | drug
ribavirin | drug
ribavirin | drug
pegylated interferon alfa-2a | drug
Non-pegylated interferon alfa-2a | drug
Ribavirin | drug
ribavirin | drug
peginterferon | drug
ribavirin | drug
peginterferon | drug
ribavirin | drug
alpha interferon | drug
digoxin | drug
amiodarone | drug
Amiodarone | drug
digoxin | drug
digoxin | drug
digoxin | drug
amiodarone | drug
amiodarone | drug
digoxin | drug
Digoxin | drug
Digoxin | drug
Amiodarone | drug
digoxin | drug
digoxin | drug
amiodarone | drug
digoxin | drug
albuterol | drug
ipratropium bromide | drug
Itraconazole | drug
busulfan | drug
Fluconazole | drug
ondansetron | drug
granisetron | drug
Phenytoin | drug
busulfan | drug
phenytoin | drug
phenytoin | drug
busulfan | drug
acetaminophen | drug
busulfan | drug
acetaminophen | drug
HYDROXYZINE | drug
hydroxyzine | drug
alcohol | drug
fluvoxamine | drug
fluvoxamine | drug
phenytoin | drug
fluvoxamine | drug
phenytoin | drug
drugs | drug
phenytoin | drug
phenytoin | drug
CYP2C9 | drug
CYP2C9 | drug
CYP2C9 | drug
fluvoxamine | drug
Green tea polyphenols | drug
enhancers | drug
promoter | drug
n-dodecyl gallate | drug
tannic acid | drug
green tea gallocatechins | drug
Cholestyramine | drug
Charcoal | drug
cholestyramine | drug
activated charcoal | drug
leflunomide | drug
leflunomide | drug
leflunomide | drug
methotrexate | drug
leflunomide | drug
leflunomide | drug
diclofenac | drug
ibuprofen | drug
Tolbutamide | drug
tolbutamide | drug
Rifampin | drug
rifampin | drug
rifampin | drug
Warfarin | drug
warfarin | drug
doxorubicin | drug
dexrazoxane | drug
Dexrazoxane | drug
dexrazoxane | drug
quinidine | drug
theophylline | drug
guanethidine | drug
reserpine | drug
glutamic acid HCl | drug
ascorbic acid | drug
ammonium chloride | drug
sodium acid phosphate | drug
amphetamine | drug
sodium bicarbonate | drug
amphetamines | drug
acetazolamide | drug
amphetamine | drug
d-amphetamine | drug
desipramine | drug
protriptyline | drug
d-amphetamine | drug
furazolidone | drug
Chlorpromazine | drug
Chlorpromazine | drug
Ethosuximide | drug
ethosuximide | drug
Haloperidol | drug
Haloperidol | drug
Lithium carbonate | drug
lithium carbonate | drug
Meperidine | drug
meperidine | drug
Methenamine | drug
methenamine | drug
Norepinephrine | drug
norepinephrine | drug
Phenobarbital | drug
phenobarbital | drug
phenobarbital | drug
Phenytoin | drug
phenytoin | drug
phenytoin | drug
Propoxyphene | drug
propoxyphene | drug
MTX | drug
abatacept | drug
MTX | drug
azathioprine | drug
chloroquine | drug
gold | drug
hydroxychloroquine | drug
leflunomide | drug
sulfasalazine | drug
anakinra | drug
anakinra | drug
ampicillin | drug
cefazolin | drug
oxytetracycline | drug
chloramphenicol | drug
cefazolin | drug
Oxytocin | drug
dinoprost | drug
ACTH | drug
antipyrine | drug
azithromycin | drug
zidovudine | drug
dideoxyinosine | drug
azithromycin | drug
zidovudine | drug
dideoxyinosine | drug
zidovudine | drug
azithromycin | drug
zidovudine | drug
dideoxyinosine | drug
azithromycin | drug
zidovudine | drug
dideoxyinosine | drug
zidovudine | drug
Azithromycin | drug
zidovudine | drug
zidovudine | drug
zidovudine | drug
Azithromycin | drug
dideoxyinosine | drug
azithromycin | drug
zidovudine | drug
dideoxyinosine | drug
cefditoren pivoxil | drug
ethinyl estradiol | drug
cefditoren pivoxil | drug
famotidine | drug
cefditoren pivoxil | drug
cefditoren pivoxil | drug
Probenecid | drug
probenecid | drug
cefditoren pivoxil | drug
cefditoren | drug
cefditoren pivoxil | drug
chloramphenicol | drug
probenecid | drug
phenytoin | drug
nicotinic acid | drug
isoniazid | drug
chlorpropamide | drug
disulfiram | drug
alcohol | drug
miconazole | drug
miconazole | drug
methamphetamine | drug
methamphetamine | drug
METH | drug
METH | drug
METH | drug
clozapine | drug
METH | drug
METH | drug
dolasetron | drug
dolasetron | drug
cimetidine | drug
rifampin | drug
Dolasetron | drug
furosemide | drug
nifedipine | drug
diltiazem | drug
verapamil | drug
glyburide | drug
propranolol | drug
dolasetron mesylate | drug
atenolol | drug
Dolasetron | drug
Dolasetron mesylate | drug
cisplatin | drug
5-fluorouracil | drug
doxorubicin | drug
cyclophosphamide | drug
Isoniazid | drug
isoniazid | drug
Acetaminophen | drug
acetaminophen | drug
Isoniazid | drug
isoniazid | drug
acetaminophen | drug
isoniazid | drug
isoniazid | drug
acetaminophen | drug
isoniazid | drug
Carbamazepine | drug
Isoniazid | drug
carbamazepine | drug
Carbamazepine | drug
isoniazid | drug
carbamazepine | drug
Ketoconazole | drug
Ketoconazole | drug
Isoniazid | drug
Phenytoin | drug
Isoniazid | drug
phenytoin | drug
phenytoin | drug
isoniazid | drug
theophylline | drug
theophylline | drug
isoniazid | drug
theophylline | drug
theophylline | drug
theophylline | drug
Valproate | drug
valproate | drug
isoniazid | drug
valproate | drug
isoniazid | drug
valproate | drug
valproate | drug
ritonavir | drug
ritonavir | drug
saquinavir | drug
saquinavir | drug
saquinavir | drug
saquinavir | drug
ritonavir | drug
Ritonavir | drug
Amiodarone | drug
bepridil | drug
flecainide | drug
propafenone | drug
quinidine | drug
Antihistamines | drug
astemizole | drug
terfenadine | drug
Dihydroergotamine | drug
ergonovine | drug
ergotamine | drug
methylergonovine | drug
rifampin | drug
saquinavir | drug
saquinavir | drug
saquinavir | drug
saquinavir | drug
ritonavir | drug
ritonavir | drug
cisapride | drug
lovastatin | drug
simvastatin | drug
triazolam | drug
midazolam | drug
dapsone | drug
disopyramide | drug
quinine | drug
amiodarone | drug
quinidine | drug
warfarin | drug
tacrolimus | drug
cyclosporine | drug
pimozide | drug
carbamazepine | drug
fentanyl | drug
alfentanyl | drug
alprazolam | drug
triazolam | drug
saquinavir | drug
ritonavir | drug
ritonavir | drug
phenobarbital | drug
phenytoin | drug
dexamethasone | drug
carbamazepine | drug
saquinavir | drug
sulfur | drug
resorcinol | drug
salicylic acid | drug
valproic acid | drug
reserpine | drug
Metoclopramide | drug
metoclopramide | drug
fosfomycin | drug
Cimetidine | drug
Cimetidine | drug
fosfomycin | drug
Cimetidine | drug
altretamine | drug
cisplatin | drug
pyridoxine | drug
pyridoxine | drug
pyridoxine | drug
cisplatin | drug
glimepiride | drug
glimepiride | drug
magnesium/choline salicylate | drug
salsalate | drug
choline salicylate | drug
Arthropan | drug
magnesium salicylate | drug
bismuth subsalicylate | drug
ibuprofen | drug
ketoprofen | drug
diclofenac | drug
etodolac | drug
indomethacin | drug
nabumetone | drug
oxaprozin | drug
naproxen | drug
sulfamethoxazole | drug
trimethoprim | drug
sulfisoxazole | drug
sulfasalazine | drug
isocarboxazid | drug
tranylcypromine | drug
phenelzine | drug
propranolol | drug
atenolol | drug
acebutolol | drug
metoprolol | drug
hydrochlorothiazide | drug
HCTZ | drug
chlorothiazide | drug
prednisone | drug
methylprednisolone | drug
prednisolone | drug
chlorpromazine | drug
fluphenazine | drug
prochlorperazine | drug
promethazine | drug
phenytoin | drug
isoniazid | drug
rifampin | drug
glimepiride | drug
Allopurinol | drug
azathioprine | drug
allopurinol | drug
azathioprine | drug
allopurinol | drug
azathioprine | drug
azathioprine | drug
alcohol | drug
antihistamines | drug
antihistamines | drug
flurbiprofen | drug
flurbiprofen | drug
flurbiprofen | drug
Flurbiprofen | drug
flurbiprofen | drug
flurbiprofen | drug
flurbiprofen | drug
flurbiprofen | drug
flurbiprofen | drug
propranolol | drug
atenolol | drug
Flurbiprofen | drug
propranolol | drug
atenolol | drug
Flurbiprofen | drug
Flurbiprofen | drug
propranolol | drug
flurbiprofen | drug
Cimetidine | drug
Ranitidine | drug
cimetidine | drug
ranitidine | drug
flurbiprofen | drug
flurbiprofen | drug
cimetidine | drug
Digoxin | drug
flurbiprofen | drug
digoxin | drug
flurbiprofen | drug
furosemide | drug
furosemide | drug
flurbiprofen | drug
furosemide | drug
flurbiprofen | drug
glyburide | drug
metformin | drug
chlorpropamide | drug
phenformin | drug
glyburide | drug
phenformin | drug
flurbiprofen | drug
cocaine | drug
pentobarbital | drug
pentobarbital | drug
cocaine | drug
cocaine | drug
cocaine | drug
cocaine | drug
cocaine | drug
cocaine | drug
cocaine | drug
cocaine | drug
cocaine | drug
rifampin | drug
phenytoin sodium | drug
carbamazepine | drug
griseofulvin | drug
ampicillin | drug
tolazoline | drug
dopamine | drug
dobutamine | drug
surfactant | drug
sodium nitroprusside | drug
nitroglycerin | drug
prilocaine | drug
bishydroxycoumarin | drug
phenobarbital sodium | drug
bishydroxycoumarin | drug
phenobarbital sodium | drug
bishydroxy-coumarin | drug
phenobarbital sodium | drug
alcohol | drug
isoniazid | drug
ethionamide | drug
cycloserine | drug
ethanol | drug
Digoxin | drug
digoxin | drug
conivaptan | drug
digoxin | drug
digoxin | drug
digoxin | drug
fluoxetine | drug
cisapride | drug
fluoxetine | drug
cisapride | drug
cisapride | drug
fluoxetine | drug
cisapride | drug
fluoxetine | drug
cisapride | drug
fluoxetine | drug
cisapride | drug
cisapride | drug
fluoxetine | drug
Cisapride | drug
fluoxetine | drug
Cisapride | drug
fluoxetine | drug
amantadine | drug
haloperidol | drug
dofetillide | drug
digoxin | drug
dofetilide | drug
digoxin | drug
dofetilide | drug
digoxin | drug
dofetilide | drug
digoxin | drug
theophylline | drug
theophylline | drug
theophylline | drug
theophylline | drug
theophylline | drug
caffeine | drug
caffeine | drug
nalidixic acid | drug
warfarin | drug
Nitrofurantoin | drug
nalidixic acid | drug
magnesium | drug
aluminum | drug
calcium | drug
sucralfate | drug
iron | drug
zinc | drug
Didanosine | drug
nalidixic acid | drug
cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
streptokinase | drug
epirubicin | drug
epirubicin | drug
epirubicin | drug
epirubicin | drug
Epirubicin | drug
epirubicin | drug
Cimetidine | drug
epirubicin | drug
Cimetidine | drug
heparin | drug
unfractionated heparin | drug
heparin | drug
dihydroergotamine mesylate | drug
Sumatriptan | drug
Sumatriptan | drug
dihydroergotamine mesylate | drug
Sumatriptan | drug
dihydroergotamine mesylate | drug
dihydroergotamine mesylate | drug
propranolol | drug
propranolol | drug
ergotamine | drug
Nicotine | drug
Nicotine | drug
ergot | drug
erythromycin | drug
troleandomycin | drug
dihydroergotamine mesylate | drug
ergotamine | drug
fluoxetine | drug
fluvoxamine | drug
paroxetine | drug
sertraline | drug
dihydroergotamine mesylate | drug
dihydroergotamine mesylate | drug
itraconazole | drug
Itraconazole | drug
terfenadine | drug
Itraconazole | drug
terfenadine | drug
ketoconazole | drug
astemizole | drug
astemizole | drug
itraconazole | drug
ketoconazole | drug
astemizole | drug
itraconazole | drug
ketoconazole | drug
astemizole | drug
itraconazole | drug
ketoconazole | drug
cisapride | drug
cisapride | drug
ketoconazole | drug
cisapride | drug
itraconazole | drug
cisapride | drug
Itraconazole | drug
cisapride | drug
Itraconazole | drug
midazolam | drug
triazolam | drug
Itraconazole | drug
midazolam | drug
Itraconazole | drug
cyclosporine | drug
tacrolimus | drug
digoxin | drug
Cyclosporine | drug
tacrolimus | drug
digoxin | drug
Itraconazole | drug
cyclosporine | drug
Itraconazole | drug
phenytoin | drug
rifampin | drug
itraconazole | drug
itraconazole | drug
Itraconazole | drug
Itraconazole | drug
phenytoin | drug
